locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
949529,Eva's Catering,Truck,7236000,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,1,17MFF-0161,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6015050.344,2091107.684,37.72262922,-122.3900618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0161&ExportPDF=1&Filename=17MFF-0161_schedule.pdf,Mo/We/Fr:10AM-2PM,,03/22/2017 12:00:00 AM,15/03/17,0,03/15/2018 12:00:00 AM,"(37.7226292175983, -122.390061846327)"
949546,Eva's Catering,Truck,305000,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,3778001B,3778,001B,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012502.558,2110915.797,37.77687639,-122.4002596,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Mo-Fr:4AM-5AM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7768763887765, -122.400259575202)"
949547,Eva's Catering,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,3778004,3778,4,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012488.815,2110632.864,37.77609875,-122.4002872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Mo-Fr:5AM-7AM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7760987531573, -122.400287239868)"
955688,Tacos El Flaco,Truck,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,10,17MFF-0172,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,6016154.266,2101929.534,37.75240499,-122.3870002,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0172&ExportPDF=1&Filename=17MFF-0172_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-6PM,,03/23/2017 12:00:00 AM,23/03/17,0,03/15/2018 12:00:00 AM,"(37.7524049924783, -122.387000196298)"
934539,Tacos Rodriguez,Truck,5331101,EVANS AVE: KEITH ST to MENDELL ST (1201 - 1399) -- SOUTH --,1275 EVANS AVE,5237033,5237,33,17MFF-0097,APPROVED,Tacos: burritos: quesadillas: soda & water,6017367.817,2097063.665,37.73911143,-122.382465,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0097&ExportPDF=1&Filename=17MFF-0097_schedule.pdf,Mo-Su:8AM-8PM,,03/23/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.739111429745, -122.382464971136)"
949550,Eva's Catering,Truck,1009000,20TH AVE: LAWTON ST to MORAGA ST (1600 - 1699),1650 20TH AVE,3602 103,3602,103,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6002765.398,2104234.783,37.75798419,-122.4334658,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Sa:10AM-11AM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7579841905286, -122.433465780407)"
934542,Think is Good Inc.,Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,307008,307,8,17MFF-0098,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6009885.084,2114861.905,37.78756517,-122.4095928,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0098&ExportPDF=1&Filename=17MFF-0098_schedule.pdf,Sa-Su:11AM-2PM/1PM-4PM,,03/23/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7875651653788, -122.40959283348)"
949549,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,2116028,2116,28,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990463.819,2102357.539,37.75212416,-122.4758723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Sa:8AM-10AM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7521241631187, -122.475872322222)"
949548,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,2055019,2055,19,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990583.21,2102550.36,37.75266052,-122.4754735,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Mo-Fr:8AM-10AM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7526605204123, -122.475473531781)"
949545,Eva's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Su:10AM-2PM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7477720916075, -122.397031718978)"
934540,Think is Good Inc.,Truck,9089000,MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,3708098,3708,98,17MFF-0098,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6012988.853,2115411.957,37.78924891,-122.398893,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0098&ExportPDF=1&Filename=17MFF-0098_schedule.pdf,Mo/We/Fr:10AM-3PM,,03/23/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7892489084137, -122.398892959346)"
934541,Think is Good Inc.,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,238003,238,3,17MFF-0098,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0098&ExportPDF=1&Filename=17MFF-0098_schedule.pdf,Tu/Th:10AM-3PM,,03/23/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(0, 0)"
949551,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1199 ORTEGA ST,1404045,1404,45,17MFF-0162,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5986602.689,2113869.846,37.78350912,-122.4900712,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0162&ExportPDF=1&Filename=17MFF-0162_schedule.pdf,Sa:8AM-10AM,,03/22/2017 12:00:00 AM,15/03/17,1,03/15/2018 12:00:00 AM,"(37.7835091222127, -122.4900712081)"
934537,Tacos Rodriguez,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,17MFF-0097,APPROVED,Tacos: burritos: quesadillas: soda & water,6012406.465,2115874.016,37.79048515,-122.4009404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0097&ExportPDF=1&Filename=17MFF-0097_schedule.pdf,Mo-Fr:11AM-3PM,,03/23/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.790485146128, -122.40094044069)"
934538,Tacos Rodriguez,Truck,9794000,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2198 OAKDALE AVE,5590A008,5590A,8,17MFF-0097,APPROVED,Tacos: burritos: quesadillas: soda & water,6011973.411,2097858.615,37.74099474,-122.4011723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0097&ExportPDF=1&Filename=17MFF-0097_schedule.pdf,Mo-Fr:8AM-5PM,,03/23/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7409947350024, -122.401172335386)"
955616,Tacos Santo Toribio,Truck,12628000,TOLAND ST: NEWCOMB AVE to OAKDALE AVE (900 - 999),928 TOLAND ST,5597A001,5597A,1,17MFF-0171,REQUESTED,tacos,6011869.691,2098089.783,37.74162369,-122.4015472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0171&ExportPDF=1&Filename=17MFF-0171_schedule.pdf,,,,23/03/17,0,,"(37.7416236862353, -122.401547206397)"
934332,Lobsta Truck,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,17MFF-0066,APPROVED,Lobster rolls: crab rolls: clam chowder: lobster bisque: chips: lemonade: drinks,6012181.836,2116889.979,37.79326221,-122.4017891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0066&ExportPDF=1&Filename=17MFF-0066_schedule.pdf,Mo/We/Fr:10AM-3PM,,03/23/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7932622069231, -122.401789091363)"
934331,Lobsta Truck,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,17MFF-0066,APPROVED,Lobster rolls: crab rolls: clam chowder: lobster bisque: chips: lemonade: drinks,6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0066&ExportPDF=1&Filename=17MFF-0066_schedule.pdf,Tu/Th:10AM-3PM,,03/23/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.788864715343, -122.399359351363)"
934330,Lobsta Truck,Truck,10454000,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,262020,262,20,17MFF-0066,APPROVED,Lobster rolls: crab rolls: clam chowder: lobster bisque: chips: lemonade: drinks,6012991.558,2116647.189,37.79264072,-122.3989703,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0066&ExportPDF=1&Filename=17MFF-0066_schedule.pdf,Mo/We/Fr:10AM-3PM,,03/23/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7926407167337, -122.398970332111)"
955731,Senor Sisig,Truck,9097000,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,3725093,3725,93,16MFF-0143,REQUESTED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,6010709.29,2112874.234,37.78215364,-122.4066011,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0143&ExportPDF=1&Filename=16MFF-0143_schedule.pdf,Tu/Th:10AM-3PM,,,02/12/16,0,,"(37.7821536409986, -122.406601106839)"
944574,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,17MFF-0134,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0134&ExportPDF=1&Filename=17MFF-0134_schedule.pdf,Mo-Fr:11AM-2PM,,03/24/2017 12:00:00 AM,03/03/17,0,03/15/2018 12:00:00 AM,"(0, 0)"
934394,Creme Brulee To Go,Push Cart,8747102,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (801 - 863) -- SOUTH --,801 MARKET ST,3705Z001,3705Z,1,17MFF-0077,APPROVED,Steak and chicken kebob:Steak and chicken kebob sandwiches:chicken teriyaki:chicken teriyaki sandwiches:garden salad side:grilled chicken burger: ground beef burgers: white rice side: canned drinks: and chips,6010997.434,2113901.46,37.78499028,-122.4056766,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0077&ExportPDF=1&Filename=17MFF-0077_schedule.pdf,Mo-Su:11AM-7PM,,03/24/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7849902793065, -122.405676629072)"
947708,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,9108000,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,3507040,3507,40,17MFF-0148,APPROVED,Tacos: burritos: soda & juice,6007518.36,2110417.248,37.77522831,-122.4174661,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0148&ExportPDF=1&Filename=17MFF-0148_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-6PM,,03/27/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.775228307834, -122.41746613187)"
957711,Buenafe,Truck,701001,16TH ST: 07TH ST \ MISSISSIPPI ST to DAGGETT ST (900 - 959),901 16TH ST,3949001,3949,1,17MFF-0176,APPROVED,Tacos burritos quesadillas tortas pupusas flautas tamales,6013806.356,2106973.63,37.76612469,-122.3954731,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0176&ExportPDF=1&Filename=17MFF-0176_schedule.pdf,Mo-We:8AM-5PM,,03/31/2017 12:00:00 AM,31/03/17,0,03/15/2018 12:00:00 AM,"(37.766124694427, -122.39547306227)"
932023,"Slider Shack, LLC.",Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,17MFF-0009,APPROVED,Sliders: Tater Tots: Beverages,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0009&ExportPDF=1&Filename=17MFF-0009_schedule.pdf,Mo/Th/Fr:10AM-3PM,,04/04/17 0:00,03/02/17,0,03/15/2018 12:00:00 AM,"(37.7891192076677, -122.395881039335)"
932024,"Slider Shack, LLC.",Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,17MFF-0009,APPROVED,Sliders: Tater Tots: Beverages,6014255.311,2116583.43,37.79253599,-122.3945932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0009&ExportPDF=1&Filename=17MFF-0009_schedule.pdf,Tu/We:10AM-3PM,,04/04/17 0:00,03/02/17,0,03/15/2018 12:00:00 AM,"(37.7925359884311, -122.394593199235)"
947709,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,1428000,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,4271038,4271,38,17MFF-0148,APPROVED,Tacos: burritos: soda & juice,6009084.78,2101536.437,37.75093165,-122.41142,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0148&ExportPDF=1&Filename=17MFF-0148_schedule.pdf,Su:10AM-6PM,,03/27/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7509316476402, -122.411419966206)"
947707,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,5683000,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,3521058,3521,58,17MFF-0148,APPROVED,Tacos: burritos: soda & juice,6008490.781,2109071.076,37.7715867,-122.414007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0148&ExportPDF=1&Filename=17MFF-0148_schedule.pdf,Sa-Su:12AM-3AM;Fr/Sa:9PM-12AM,,03/27/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7715867026703, -122.414007043024)"
956741,Ruru Soul,Truck,3705000,CAROLINA ST: CHANNEL ST to 08TH ST \ 15TH ST (1 - 99),80 CAROLINA ST,3913002,3913,2,17MFF-0173,REQUESTED,Cold-pressed juice: smoothies: wheatgrass and ginger shots: fruit salad: pastries,6012156.637,2107629.412,37.76783343,-122.4012252,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0173&ExportPDF=1&Filename=17MFF-0173_schedule.pdf,Tu/We/Th:7AM-2PM,,,28/03/17,0,03/15/2018 12:00:00 AM,"(37.7678334279142, -122.401225236458)"
934716,Kettle Corn Star,Push Cart,8746103,MARKET ST: YERBA BUENA LN to 04TH ST \ ELLIS ST \ STOCKTON ST (767 - 799) -- SOUTH --,773 MARKET ST,3706096,3706,96,17MFF-0120,APPROVED,Kettle Corn: Funnel Cakes: Lemonade: Beverages: Flan: Hot Dogs: Falafel: Hot and Cold Sandwiches: French Fries: Baklava and Pastries,6011371.872,2114041.468,37.78539564,-122.404391,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0120&ExportPDF=1&Filename=17MFF-0120_schedule.pdf,Mo-Su:10AM-6PM,,03/30/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7853956394405, -122.40439104283)"
957119,Think is Good Inc.,Truck,147000,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,7,17MFF-0174,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6015195.702,2112613.963,37.78168898,-122.3910618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0174&ExportPDF=1&Filename=17MFF-0174_schedule.pdf,Mo-Fr:12PM-5PM,,03/31/2017 12:00:00 AM,30/03/17,0,03/15/2018 12:00:00 AM,"(37.7816889753451, -122.391061817287)"
934715,Kettle Corn Star,Push Cart,8747103,MARKET ST: POWELL ST to 05TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,865 MARKET ST,3705 042,3705,42,17MFF-0118,APPROVED,Kettle Corn: Funnel Cakes: Waffles: Lemonade,6010561.591,2113530.347,37.78394691,-122.4071583,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0118&ExportPDF=1&Filename=17MFF-0118_schedule.pdf,Mo-Su:10AM-6PM,,03/30/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7839469079742, -122.407158344984)"
957190,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,10995000,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,3956025,3956,25,17MFF-0175,APPROVED,Multiple Trucks - Everything,6011875.761,2106770.632,37.76545974,-122.4021364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0175&ExportPDF=1&Filename=17MFF-0175_schedule.pdf,Mo-We:8AM-3PM,,03/30/2017 12:00:00 AM,30/03/17,0,03/15/2018 12:00:00 AM,"(37.7654597374682, -122.402136376179)"
957191,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,711000,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,3935005,3935,5,17MFF-0175,APPROVED,Multiple Trucks - Everything,6011356.434,2107057.15,37.76621745,-122.4039528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0175&ExportPDF=1&Filename=17MFF-0175_schedule.pdf,We/Th/Fr:8AM-3PM,,03/30/2017 12:00:00 AM,30/03/17,0,03/15/2018 12:00:00 AM,"(37.76621745068, -122.403952784121)"
952992,El Gallo Jiro,Truck,1260000,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,3640039,3640,39,17MFF-0165,APPROVED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,6008556.964,2102638.387,37.75392774,-122.4133231,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0165&ExportPDF=1&Filename=17MFF-0165_schedule.pdf,Mo/Tu/We/Th/Fr:10AM-6PM,,03/31/2017 12:00:00 AM,20/03/17,1,03/15/2018 12:00:00 AM,"(37.7539277357265, -122.413323129618)"
934819,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,1,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.74844534,-122.386879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7484453388377, -122.38687903198)"
934790,Natan's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7477720916075, -122.397031718978)"
934814,Natan's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014340.249,2099120.438,37.7445912,-122.3930769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7445911950917, -122.393076880858)"
934806,Natan's Catering,Truck,0,,Assessors Block 4103/Lot023A,4103023A,4103,023A,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014314.885,2104114.856,37.7583034,-122.3935141,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7583033956425, -122.393514054817)"
934807,Natan's Catering,Truck,2468000,CESAR CHAVEZ ST: 03RD ST to TENNESSEE ST (1000 - 1099),Assessors Block 4315/Lot03008,431503008,4315,3008,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(0, 0)"
934802,Natan's Catering,Truck,0,,Assessors Block 5369/Lot003,5369003,5369,3,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011013.658,2096830.358,37.73811777,-122.4044185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7381177715919, -122.404418467212)"
934815,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.137,2095078.992,37.7331424,-122.4145686,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7331423951426, -122.414568632419)"
934822,Natan's Catering,Truck,7164000,,Assessors Block 8722/Lot001,8722001,8722,1,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016110.001,2107608.418,37.76799555,-122.3875494,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/17 0:00,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7679955456856, -122.387549426547)"
